timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
33;1023;1022;1020;849;1023;27.31;1021.82;-71.09;18.79;22.44;685;
34;1023;1023;1023;849;1023;27.26;1021.83;-71.23;18.72;17.11;684;
35;1023;1023;1022;849;1023;27.33;1021.81;-71.06;19.00;13.78;685;
36;1018;1019;1016;843;1023;27.37;1021.85;-71.35;19.29;11.33;640;
37;1019;1023;1023;849;1023;27.36;1021.80;-70.97;19.30;15.33;640;
38;1018;1018;1016;845;1023;27.36;1021.81;-71.05;19.23;24.00;684;
39;1023;1023;1023;847;1023;27.29;1021.81;-71.02;19.00;20.22;640;
40;1014;1014;1017;844;1023;27.33;1021.77;-70.66;18.96;30.67;640;
41;1018;1018;1014;841;1023;27.26;1021.81;-71.06;18.75;21.78;684;
42;1023;1020;1023;849;1023;27.26;1021.82;-71.10;18.82;22.89;684;
43;1022;1022;1023;846;1023;27.26;1021.80;-70.90;18.74;24.00;418;
44;1017;1017;1014;844;1023;27.30;1021.79;-70.87;18.97;22.44;684;
45;1023;1023;1023;849;1023;27.28;1021.82;-71.08;18.93;22.89;418;
46;1023;1022;1020;849;1023;27.19;1021.74;-70.43;18.90;35.78;685;
47;1020;1023;1023;846;1023;27.18;1021.75;-70.54;18.76;26.44;562;
48;1023;1023;1022;849;1023;27.11;1021.76;-70.61;18.61;23.11;684;
49;1023;1023;1023;849;1023;27.14;1021.79;-70.83;18.68;25.33;684;
50;1022;1023;1023;849;1023;27.11;1021.77;-70.71;18.70;18.44;684;
51;1019;1019;1018;841;1023;27.10;1021.76;-70.64;18.76;20.00;684;
52;1023;1023;1020;849;1023;27.12;1021.78;-70.78;19.01;18.89;442;
53;1019;1019;1019;843;1023;27.02;1021.70;-70.15;18.81;45.11;417;
54;1023;1022;1023;847;1023;26.99;1021.74;-70.44;18.61;32.00;641;
55;1017;1017;1015;844;1023;26.86;1021.74;-70.46;18.53;37.78;417;
56;1020;1022;1023;845;1023;26.89;1021.76;-70.61;18.54;31.78;685;
57;1023;1022;1023;848;1023;26.84;1021.79;-70.86;18.40;29.11;684;
58;1023;1020;1023;846;1023;26.79;1021.87;-71.51;18.36;17.33;594;
59;1023;1023;1023;848;1023;26.80;1021.82;-71.13;18.55;17.33;417;
60;1018;1019;1019;844;1023;26.82;1021.84;-71.29;18.66;15.78;683;
61;1020;1020;1023;848;1023;26.85;1021.84;-71.24;18.90;18.89;685;
62;1023;1020;1023;845;1023;26.77;1021.83;-71.32;18.75;15.78;685;
63;1018;1018;1016;843;1023;26.82;1021.85;-71.35;19.05;18.67;640;
64;1020;1023;1023;848;1023;26.84;1021.83;-71.17;19.09;16.89;594;
65;1022;1022;1020;848;1023;26.81;1021.82;-71.14;18.96;27.78;684;
66;1020;1021;1020;843;1023;26.61;1021.80;-70.98;18.61;19.33;310;
67;1017;1017;1014;844;1023;26.72;1021.79;-70.90;18.64;11.56;639;
68;1023;1019;1023;845;1023;26.70;1021.76;-70.61;18.63;16.00;684;
69;1014;1014;1018;844;1023;26.77;1021.75;-70.55;18.78;26.22;682;
70;1023;1023;1023;846;1023;26.72;1021.82;-71.09;18.66;23.11;684;
71;1023;1023;1023;848;1023;26.74;1021.78;-70.75;18.76;23.11;685;
72;1022;1022;1021;849;1023;26.78;1021.82;-71.14;18.95;20.00;684;
73;1021;1021;1018;847;1023;26.70;1021.80;-70.98;18.74;18.22;640;
74;1020;1023;1023;849;1023;26.75;1021.78;-70.74;18.78;17.11;640;
75;1022;1022;1021;848;1023;26.76;1021.81;-70.99;18.82;9.56;639;
76;1020;1020;1022;849;1023;26.73;1021.81;-71.01;18.83;12.67;592;
77;1014;1016;1019;844;1023;26.76;1021.79;-70.87;19.01;21.78;417;
78;1019;1023;1023;849;1023;26.73;1021.78;-70.78;18.98;19.56;640;
79;1023;1023;1020;849;1023;26.56;1021.74;-70.41;18.72;18.00;683;
80;1022;1022;1023;849;1023;26.62;1021.82;-71.07;18.78;14.89;593;
81;1023;1023;1022;847;1023;26.65;1021.82;-71.12;18.90;16.44;684;
82;1023;1020;1023;849;1023;26.63;1021.82;-71.08;18.97;14.00;684;
83;1023;1023;1022;848;1023;26.66;1021.79;-70.82;19.26;12.67;683;
84;1022;1022;1023;849;1023;26.66;1021.81;-71.01;19.37;11.11;683;
85;1022;1022;1022;849;1023;26.63;1021.80;-70.98;19.41;9.56;683;
86;1023;1022;1020;849;1023;26.64;1021.81;-71.05;19.36;14.67;560;
87;1023;1023;1022;849;1023;26.58;1021.75;-70.56;19.17;23.33;684;
88;1022;1023;1023;848;1023;26.63;1021.75;-70.56;19.21;17.56;683;
89;1023;1023;1022;845;1023;26.67;1021.77;-70.69;19.40;14.22;640;
90;1023;1023;1020;849;1023;26.68;1021.79;-70.83;19.39;14.89;684;
91;1022;1022;1023;849;1023;26.68;1021.82;-71.14;19.33;16.00;683;
92;1019;1019;1019;845;1023;26.68;1021.75;-70.55;19.34;24.67;417;
93;1020;1020;1023;849;1023;26.69;1021.80;-70.91;19.43;11.78;561;
94;1023;1020;1020;848;1023;26.57;1021.82;-71.09;18.95;9.56;684;
95;1023;1023;1023;848;1023;26.64;1021.75;-70.56;19.32;18.67;562;
96;1019;1019;1019;841;1023;26.64;1021.74;-70.49;19.32;36.22;442;
97;1016;1016;1016;843;1023;26.62;1021.71;-70.21;19.06;24.44;683;
98;1018;1018;1015;844;1023;26.65;1021.68;-69.94;19.02;38.89;683;
99;1020;1020;1023;849;1023;26.63;1021.67;-69.88;18.87;40.89;682;
100;1014;1014;1018;845;1023;26.63;1021.76;-70.60;18.74;27.56;638;
101;1023;1023;1022;847;1023;26.56;1021.77;-70.73;18.64;26.22;639;
102;1023;1023;1022;849;1023;26.56;1021.77;-70.69;18.76;21.56;441;
