timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
47;1023;1023;1023;846;1023;20.82;1021.54;-68.83;23.67;8.89;139;
48;1023;1023;1022;845;1023;20.84;1021.56;-68.97;23.77;8.89;139;
49;1023;1023;1023;849;1023;20.83;1021.58;-69.09;23.70;7.11;139;
50;1023;1022;1023;849;1023;20.83;1021.56;-69.00;23.56;6.00;140;
51;1023;1020;1023;849;1023;20.83;1021.56;-69.00;23.53;6.00;139;
52;1022;1022;1020;849;1023;20.83;1021.57;-69.06;23.67;4.44;434;
53;1017;1018;1017;841;1023;20.82;1021.55;-68.88;23.47;3.11;436;
54;1018;1018;1017;844;1023;20.83;1021.57;-69.03;23.51;3.11;435;
55;1018;1019;1018;843;1023;20.83;1021.57;-69.07;23.67;1.56;437;
56;1017;1019;1016;844;1023;20.83;1021.55;-68.92;23.54;3.11;436;
57;1019;1018;1014;844;1023;20.83;1021.55;-68.85;23.59;4.22;435;
58;1015;1019;1017;844;1023;20.84;1021.53;-68.75;23.74;7.56;434;
59;1017;1017;1018;844;1023;20.84;1021.56;-69.00;23.62;6.00;437;
60;1016;1017;1014;844;1023;20.86;1021.54;-68.80;23.79;7.33;436;
61;1019;1016;1017;844;1023;20.85;1021.56;-68.98;23.57;4.67;435;
62;1014;1016;1018;844;1023;20.85;1021.54;-68.77;23.53;6.00;436;
63;1022;1023;1023;846;1023;20.86;1021.56;-68.96;23.68;7.33;173;
64;1023;1022;1023;848;1023;20.86;1021.56;-68.92;23.57;7.56;172;
65;1020;1022;1021;849;1023;20.86;1021.56;-68.96;23.54;6.00;139;
66;1016;1019;1017;841;1023;20.86;1021.52;-68.63;23.69;8.89;138;
67;1023;1020;1023;849;1023;20.85;1021.53;-68.75;23.55;8.89;172;
68;1021;1023;1023;849;1023;20.85;1021.56;-68.92;23.40;10.22;172;
69;1023;1023;1019;849;1023;20.85;1021.53;-68.73;23.57;10.44;436;
70;1016;1019;1016;844;1023;20.85;1021.54;-68.77;23.64;6.00;435;
71;1023;1020;1023;849;1023;20.83;1021.56;-68.93;23.43;10.22;172;
72;1023;1023;1023;845;1023;20.82;1021.52;-68.65;23.26;6.00;172;
73;1023;1021;1023;845;1023;20.82;1021.53;-68.75;23.42;3.11;171;
74;1018;1017;1014;841;1023;20.82;1021.54;-68.77;23.42;3.11;435;
75;1017;1016;1015;844;1023;20.80;1021.54;-68.82;23.36;4.44;434;
76;1014;1014;1017;843;1023;20.82;1021.55;-68.87;23.54;3.11;436;
77;1017;1018;1014;844;1023;20.82;1021.54;-68.84;23.59;4.44;435;
78;1017;1018;1018;844;1023;20.82;1021.52;-68.65;23.70;7.33;139;
79;1017;1017;1017;844;1023;20.83;1021.50;-68.50;23.71;7.33;436;
80;1018;1017;1017;844;1023;20.83;1021.53;-68.69;23.72;6.00;435;
81;1014;1017;1017;844;1023;20.83;1021.53;-68.67;23.50;7.33;436;
82;1019;1019;1017;841;1023;20.83;1021.52;-68.59;23.61;6.00;434;
83;1014;1019;1018;844;1023;20.83;1021.55;-68.86;23.57;6.00;673;
84;1023;1022;1022;849;1023;20.83;1021.51;-68.52;23.55;4.67;674;
85;1019;1023;1023;846;1023;20.84;1021.55;-68.84;23.67;4.44;675;
86;1016;1015;1017;841;1023;20.83;1021.52;-68.62;23.42;4.22;435;
87;1018;1018;1018;844;1023;20.83;1021.52;-68.65;23.42;6.00;435;
88;1014;1019;1017;844;1023;20.84;1021.51;-68.55;23.65;8.89;435;
89;1017;1016;1016;845;1023;20.85;1021.51;-68.57;23.71;10.44;436;
90;1018;1017;1014;844;1023;20.85;1021.54;-68.82;23.64;8.89;436;
91;1017;1018;1014;842;1023;20.85;1021.49;-68.36;23.47;10.22;436;
92;1017;1018;1017;844;1023;20.85;1021.54;-68.77;23.36;8.89;435;
93;1017;1018;1019;844;1023;20.80;1021.50;-68.43;23.10;10.44;433;
94;1017;1016;1015;844;1023;20.83;1021.49;-68.40;23.06;7.33;435;
95;1017;1014;1017;844;1023;20.83;1021.50;-68.48;23.15;6.00;436;
96;1017;1017;1014;844;1023;20.81;1021.53;-68.71;22.93;4.67;434;
97;1016;1017;1015;844;1023;20.81;1021.52;-68.61;23.05;1.56;435;
98;1019;1016;1016;841;1023;20.81;1021.51;-68.54;23.16;6.00;436;
