timestamp;nh3;co;no2;dust;uv;temp;press;hum;alt;ws;wd;
43;1023;1020;1022;847;1023;24.76;1021.33;-67.05;23.15;0.89;20;
44;1023;1022;1023;848;1023;24.87;1021.34;-67.13;23.39;1.33;19;
45;1022;1023;1023;849;1023;24.99;1021.37;-67.41;23.04;0.00;21;
46;1023;1023;1020;849;1023;25.11;1021.34;-67.11;22.59;0.00;20;
47;1023;1022;1023;849;1023;25.22;1021.32;-67.01;22.95;0.00;19;
48;1023;1022;1022;847;1023;25.34;1021.35;-67.22;22.56;0.00;20;
49;1022;1022;1022;849;1023;25.45;1021.35;-67.19;22.67;0.00;304;
50;1019;1021;1018;848;1023;25.56;1021.33;-67.05;22.40;1.33;305;
51;1021;1019;1021;848;1023;25.68;1021.35;-67.19;21.30;0.22;306;
52;1018;1018;1021;845;1023;25.78;1021.36;-67.30;22.08;0.00;305;
53;1022;1021;1021;847;1023;25.88;1021.36;-67.30;22.39;0.00;305;
54;1021;1021;1019;846;1023;25.98;1021.36;-67.28;22.26;0.00;305;
55;1022;1019;1022;847;1023;26.08;1021.34;-67.16;22.49;0.00;305;
56;1021;1018;1018;847;1023;26.19;1021.35;-67.14;22.32;0.00;305;
57;1023;1023;1022;847;1023;26.29;1021.31;-66.93;22.09;0.00;13;
58;1023;1023;1023;848;1023;26.39;1021.31;-66.91;22.07;0.00;14;
59;1020;1023;1023;849;1023;26.50;1021.34;-67.16;21.88;0.00;13;
60;1022;1020;1022;848;1023;26.60;1021.34;-67.11;21.93;0.00;12;
61;1023;1023;1022;849;1023;26.71;1021.32;-66.95;22.08;0.00;13;
62;1020;1022;1019;845;1023;26.80;1021.34;-67.15;21.84;1.11;305;
63;1019;1022;1021;845;1023;26.90;1021.32;-67.00;21.97;1.11;305;
64;1018;1022;1022;844;1023;27.00;1021.34;-67.14;21.80;0.00;305;
65;1022;1021;1018;845;1023;27.09;1021.33;-67.05;22.27;0.00;305;
66;1021;1022;1019;848;1023;27.20;1021.32;-67.01;21.97;0.00;305;
67;1021;1018;1021;847;1023;27.29;1021.29;-66.72;21.88;0.00;305;
68;1021;1018;1021;847;1023;27.38;1021.29;-66.72;21.88;1.11;305;
69;1023;1023;1023;848;1023;27.48;1021.31;-66.90;21.31;1.33;305;
70;1021;1020;1018;847;1023;27.55;1021.30;-66.80;22.13;2.89;305;
71;1021;1020;1022;844;1023;27.64;1021.30;-66.83;21.43;2.89;305;
72;1023;1023;1022;849;1023;27.72;1021.30;-66.84;21.22;2.89;21;
73;1023;1023;1023;849;1023;27.82;1021.34;-67.10;21.35;1.11;21;
74;1023;1023;1020;849;1023;27.90;1021.33;-67.03;20.94;0.22;21;
75;1022;1023;1022;848;1023;27.97;1021.30;-66.81;20.51;1.56;20;
76;1023;1022;1023;849;1023;28.04;1021.31;-66.90;21.16;1.56;20;
77;1023;1023;1023;846;1023;28.12;1021.32;-66.96;20.80;1.56;20;
78;1023;1023;1023;848;1023;28.20;1021.31;-66.92;21.30;1.56;20;
79;1023;1023;1023;849;1023;28.28;1021.30;-66.84;21.11;1.56;20;
80;1020;1023;1023;849;1023;28.35;1021.31;-66.92;20.62;1.33;20;
81;1022;1023;1023;849;1023;28.43;1021.30;-66.83;19.85;1.33;21;
82;1020;1023;1023;849;1023;28.50;1021.31;-66.88;20.51;1.33;20;
83;1020;1023;1023;848;1023;28.58;1021.33;-67.03;20.20;0.00;21;
84;1023;1023;1023;849;1023;28.66;1021.32;-67.00;19.86;0.00;21;
85;1023;1022;1023;849;1023;28.73;1021.33;-67.08;20.80;0.00;20;
86;1023;1020;1023;849;1023;28.80;1021.31;-66.91;21.21;0.00;21;
87;1023;1022;1022;849;1023;28.86;1021.28;-66.68;21.36;0.00;19;
88;1023;1023;1023;849;1023;28.94;1021.25;-66.39;21.03;1.33;21;
89;1022;1022;1023;849;1023;29.02;1021.25;-66.39;20.19;0.22;20;
90;1023;1023;1023;848;1023;29.10;1021.26;-66.47;20.59;1.33;20;
91;1023;1020;1020;849;1023;29.16;1021.23;-66.22;20.72;1.56;20;
92;1023;1023;1023;849;1023;29.23;1021.23;-66.25;20.59;0.22;19;
93;1020;1023;1023;846;1023;29.30;1021.23;-66.22;20.25;0.00;20;
94;1023;1022;1023;849;1023;29.37;1021.27;-66.56;20.02;0.22;20;
95;1023;1023;1022;849;1023;29.44;1021.27;-66.55;20.30;0.22;20;
96;1022;1023;1023;849;1023;29.50;1021.27;-66.59;20.54;0.00;21;
97;1023;1023;1023;849;1023;29.56;1021.25;-66.43;20.51;1.11;21;
98;1023;1023;1022;849;1023;29.63;1021.25;-66.42;19.99;1.56;19;
99;1023;1023;1023;848;1023;29.69;1021.22;-66.18;19.34;0.22;20;
